sku,date,actual,pred_p50,pred_aq,pred_log,pred_combo,acc_p50,acc_aq,acc_log,acc_combo,cv,chosen_q,is_promo
H0028,2025-11-23,215,364.7,339.0,244.5,291.7,30.4,42.3,86.3,64.3,1.58,0.4,1
H0028,2025-11-24,506,245.3,222.1,191.0,206.6,48.5,43.9,37.8,40.8,1.58,0.4,1
H0028,2025-11-25,299,242.7,220.3,181.5,200.9,81.2,73.7,60.7,67.2,1.58,0.4,1
H0028,2025-11-26,299,280.5,256.7,212.8,234.8,93.8,85.9,71.2,78.5,1.58,0.4,1
H0028,2025-11-27,342,306.6,281.4,238.2,259.8,89.6,82.3,69.7,76.0,1.58,0.4,1
H0028,2025-11-28,854,943.4,897.5,826.0,861.7,89.5,94.9,96.7,99.1,1.58,0.4,2
H0028,2025-11-29,374,222.1,199.0,177.1,188.0,59.4,53.2,47.4,50.3,1.58,0.4,1
H0030,2025-10-01,38,41.7,41.7,44.3,42.8,90.3,90.3,83.3,87.5,0.87,0.5,0
H0030,2025-10-02,27,38.0,38.0,39.4,38.6,59.2,59.2,53.9,57.1,0.87,0.5,0
H0030,2025-10-03,60,38.0,38.0,40.1,38.9,63.4,63.4,66.8,64.8,0.87,0.5,0
H0030,2025-10-04,45,38.2,38.2,40.1,39.0,84.8,84.8,89.2,86.6,0.87,0.5,0
H0030,2025-10-05,51,39.1,39.1,40.1,39.5,76.6,76.6,78.6,77.4,0.87,0.5,0
H0030,2025-10-06,45,41.0,41.0,39.8,40.5,91.2,91.2,88.4,90.1,0.87,0.5,0
H0030,2025-10-07,154,74.3,74.3,62.0,69.4,48.3,48.3,40.3,45.1,0.87,0.5,0
H0030,2025-10-08,160,69.9,69.9,56.9,64.7,43.7,43.7,35.6,40.4,0.87,0.5,0
H0030,2025-10-09,44,46.0,46.0,45.1,45.7,95.4,95.4,97.4,96.2,0.87,0.5,0
H0030,2025-10-10,63,39.0,39.0,39.2,39.1,61.9,61.9,62.2,62.0,0.87,0.5,0
H0030,2025-10-11,48,35.4,35.4,35.2,35.3,73.7,73.7,73.3,73.5,0.87,0.5,0
H0030,2025-10-12,54,34.6,34.6,34.8,34.7,64.1,64.1,64.4,64.2,0.87,0.5,0
H0030,2025-10-13,39,36.2,36.2,35.6,35.9,92.7,92.7,91.2,92.1,0.87,0.5,0
H0030,2025-10-14,40,35.0,35.0,34.1,34.7,87.6,87.6,85.3,86.7,0.87,0.5,0
H0030,2025-10-15,52,34.6,34.6,33.0,33.9,66.5,66.5,63.5,65.3,0.87,0.5,0
H0030,2025-10-16,47,36.7,36.7,36.1,36.5,78.2,78.2,76.8,77.6,0.87,0.5,0
H0030,2025-10-17,40,37.2,37.2,36.4,36.9,93.0,93.0,91.1,92.3,0.87,0.5,0
H0030,2025-10-18,43,38.3,38.3,40.5,39.2,89.0,89.0,94.1,91.1,0.87,0.5,0
H0030,2025-10-19,34,38.5,38.5,41.2,39.6,86.7,86.7,78.8,83.5,0.87,0.5,0
H0030,2025-10-20,48,33.9,33.9,32.4,33.3,70.6,70.6,67.5,69.4,0.87,0.5,0
H0030,2025-10-21,43,37.5,37.5,39.1,38.2,87.3,87.3,90.9,88.7,0.87,0.5,0
H0030,2025-10-22,34,36.0,36.0,36.9,36.3,94.1,94.1,91.6,93.1,0.87,0.5,0
H0030,2025-10-23,37,34.8,34.8,35.5,35.1,93.9,93.9,96.0,94.7,0.87,0.5,0
H0030,2025-10-24,42,33.3,33.3,32.4,33.0,79.3,79.3,77.2,78.5,0.87,0.5,0
H0030,2025-10-25,31,33.6,33.6,33.2,33.4,91.7,91.7,93.0,92.2,0.87,0.5,0
H0030,2025-10-26,36,34.6,34.6,36.4,35.3,96.1,96.1,99.0,98.1,0.87,0.5,0
H0030,2025-10-27,47,34.2,34.2,34.9,34.5,72.8,72.8,74.3,73.4,0.87,0.5,0
H0030,2025-10-28,29,33.6,33.6,33.9,33.7,84.0,84.0,83.2,83.7,0.87,0.5,0
H0030,2025-10-29,38,35.0,35.0,35.8,35.3,92.1,92.1,94.3,92.9,0.87,0.5,0
H0030,2025-10-30,34,34.5,34.5,34.4,34.5,98.4,98.4,98.8,98.6,0.87,0.5,0
H0030,2025-10-31,23,36.5,36.5,37.4,36.9,41.3,41.3,37.3,39.7,0.87,0.5,0
H0030,2025-11-01,36,37.8,37.8,37.9,37.8,95.1,95.1,94.6,94.9,0.87,0.5,0
H0030,2025-11-02,33,35.2,35.2,34.9,35.1,93.4,93.4,94.1,93.7,0.87,0.5,0
H0030,2025-11-03,37,37.0,37.0,39.1,37.8,99.9,99.9,94.4,97.8,0.87,0.5,0
H0030,2025-11-04,40,35.4,35.4,34.3,35.0,88.6,88.6,85.7,87.4,0.87,0.5,0
H0030,2025-11-05,44,36.4,36.4,35.4,36.0,82.6,82.6,80.4,81.7,0.87,0.5,0
H0030,2025-11-06,43,38.4,38.4,38.3,38.3,89.2,89.2,89.0,89.1,0.87,0.5,0
H0030,2025-11-07,39,38.4,38.4,37.1,37.9,98.6,98.6,95.0,97.2,0.87,0.5,0
H0030,2025-11-08,54,40.1,40.1,39.6,39.9,74.3,74.3,73.2,73.9,0.87,0.5,0
H0030,2025-11-09,51,39.9,39.9,37.6,39.0,78.2,78.2,73.8,76.5,0.87,0.5,0
H0030,2025-11-10,45,41.6,41.6,40.0,40.9,92.4,92.4,88.9,91.0,0.87,0.5,0
H0030,2025-11-11,40,43.3,43.3,42.4,42.9,91.9,91.9,94.0,92.7,0.87,0.5,0
H0030,2025-11-12,48,39.4,39.4,36.4,38.2,82.2,82.2,75.8,79.6,0.87,0.5,0
H0030,2025-11-13,41,40.0,40.0,37.5,39.0,97.5,97.5,91.6,95.1,0.87,0.5,0
H0030,2025-11-14,69,41.1,41.1,39.3,40.4,59.6,59.6,56.9,58.5,0.87,0.5,0
H0030,2025-11-15,63,41.4,41.4,39.0,40.5,65.7,65.7,62.0,64.2,0.87,0.5,0
H0030,2025-11-16,51,43.6,43.6,42.9,43.3,85.4,85.4,84.1,84.9,0.87,0.5,0
H0030,2025-11-17,48,43.0,43.0,40.8,42.1,89.6,89.6,85.0,87.7,0.87,0.5,0
H0030,2025-11-18,30,37.0,37.0,35.6,36.4,76.8,76.8,81.5,78.7,0.87,0.5,0
H0030,2025-11-19,52,38.7,38.7,38.2,38.5,74.4,74.4,73.4,74.0,0.87,0.5,0
H0030,2025-11-20,119,62.9,62.9,76.9,68.5,52.8,52.8,64.6,57.5,0.87,0.5,0
H0030,2025-11-21,91,72.6,72.6,85.2,77.6,79.8,79.8,93.6,85.3,0.87,0.5,0
H0030,2025-11-22,92,89.9,89.9,94.6,91.8,97.7,97.7,97.2,99.7,0.87,0.5,1
H0030,2025-11-23,90,93.0,93.0,93.4,93.2,96.6,96.6,96.2,96.5,0.87,0.5,1
H0030,2025-11-24,97,97.1,97.1,98.8,97.8,99.9,99.9,98.1,99.2,0.87,0.5,1
H0030,2025-11-25,72,97.6,97.6,86.7,93.3,64.4,64.4,79.5,70.5,0.87,0.5,1
H0030,2025-11-26,86,100.6,100.6,89.6,96.2,83.0,83.0,95.8,88.1,0.87,0.5,1
H0030,2025-11-27,81,113.7,113.7,117.0,115.0,59.7,59.7,55.5,58.0,0.87,0.5,1
H0030,2025-11-28,193,118.9,118.9,127.8,122.5,61.6,61.6,66.2,63.5,0.87,0.5,2
H0030,2025-11-29,114,97.0,97.0,103.3,99.5,85.1,85.1,90.6,87.3,0.87,0.5,1
H0031,2025-10-01,12,10.4,10.4,10.2,10.3,86.7,86.7,85.2,86.1,0.73,0.5,0
H0031,2025-10-02,6,9.6,9.6,9.3,9.5,40.4,40.4,45.5,42.4,0.73,0.5,0
H0031,2025-10-03,10,9.7,9.7,8.6,9.3,97.4,97.4,85.8,92.8,0.73,0.5,0
H0031,2025-10-04,8,8.7,8.7,7.4,8.2,91.8,91.8,92.5,98.1,0.73,0.5,0
H0031,2025-10-05,11,8.2,8.2,6.6,7.6,74.4,74.4,60.0,68.7,0.73,0.5,0
H0031,2025-10-06,7,9.6,9.6,8.6,9.2,62.6,62.6,76.7,68.2,0.73,0.5,0
H0031,2025-10-07,30,23.2,23.2,17.4,20.9,77.3,77.3,58.1,69.6,0.73,0.5,0
H0031,2025-10-08,39,23.9,23.9,17.4,21.3,61.2,61.2,44.7,54.6,0.73,0.5,0
H0031,2025-10-09,18,12.0,12.0,10.7,11.5,66.6,66.6,59.7,63.8,0.73,0.5,0
H0031,2025-10-10,10,10.8,10.8,9.0,10.1,91.7,91.7,90.4,98.9,0.73,0.5,0
H0031,2025-10-11,18,9.1,9.1,7.6,8.5,50.3,50.3,42.4,47.1,0.73,0.5,0
H0031,2025-10-12,5,8.1,8.1,6.7,7.6,37.9,37.9,65.2,48.8,0.73,0.5,0
H0031,2025-10-13,22,11.7,11.7,10.7,11.3,53.2,53.2,48.6,51.4,0.73,0.5,0
H0031,2025-10-14,23,17.0,17.0,14.5,16.0,73.7,73.7,63.0,69.4,0.73,0.5,0
H0031,2025-10-15,17,13.3,13.3,12.2,12.9,78.5,78.5,71.9,75.9,0.73,0.5,0
H0031,2025-10-16,27,14.8,14.8,12.1,13.7,54.8,54.8,44.9,50.9,0.73,0.5,0
H0031,2025-10-17,21,12.0,12.0,10.5,11.4,57.0,57.0,49.8,54.1,0.73,0.5,0
H0031,2025-10-18,18,11.2,11.2,9.6,10.5,62.0,62.0,53.1,58.4,0.73,0.5,0
H0031,2025-10-19,18,11.9,11.9,10.1,11.2,66.0,66.0,56.1,62.0,0.73,0.5,0
H0031,2025-10-20,25,11.8,11.8,10.7,11.3,47.0,47.0,42.9,45.4,0.73,0.5,0
H0031,2025-10-21,20,13.6,13.6,13.0,13.4,67.9,67.9,65.1,66.8,0.73,0.5,0
H0031,2025-10-22,14,15.2,15.2,13.9,14.7,91.4,91.4,99.0,95.2,0.73,0.5,0
H0031,2025-10-23,6,13.5,13.5,12.9,13.3,0.0,0.0,0.0,0.0,0.73,0.5,0
H0031,2025-10-24,26,13.3,13.3,11.8,12.7,51.3,51.3,45.2,48.8,0.73,0.5,0
H0031,2025-10-25,20,11.4,11.4,9.8,10.8,57.1,57.1,49.1,53.9,0.73,0.5,0
H0031,2025-10-26,18,11.1,11.1,9.4,10.4,61.4,61.4,52.3,57.8,0.73,0.5,0
H0031,2025-10-27,21,11.0,11.0,10.2,10.7,52.5,52.5,48.4,50.9,0.73,0.5,0
H0031,2025-10-28,15,11.2,11.2,11.3,11.3,74.8,74.8,75.6,75.1,0.73,0.5,0
H0031,2025-10-29,25,11.9,11.9,11.7,11.8,47.4,47.4,46.9,47.2,0.73,0.5,0
H0031,2025-10-30,18,11.4,11.4,11.0,11.2,63.5,63.5,60.9,62.5,0.73,0.5,0
H0031,2025-10-31,14,8.9,8.9,8.7,8.8,63.5,63.5,62.4,63.0,0.73,0.5,0
H0031,2025-11-01,12,9.5,9.5,8.8,9.2,79.5,79.5,73.4,77.1,0.73,0.5,0
H0031,2025-11-02,9,10.4,10.4,9.1,9.9,84.2,84.2,98.7,90.0,0.73,0.5,0
H0031,2025-11-03,20,11.9,11.9,10.3,11.3,59.7,59.7,51.4,56.4,0.73,0.5,0
H0031,2025-11-04,20,12.6,12.6,10.9,11.9,63.0,63.0,54.6,59.7,0.73,0.5,0
H0031,2025-11-05,10,13.2,13.2,11.5,12.5,68.4,68.4,85.2,75.1,0.73,0.5,0
H0031,2025-11-06,14,12.1,12.1,10.0,11.3,86.6,86.6,71.2,80.4,0.73,0.5,0
H0031,2025-11-07,7,13.3,13.3,10.7,12.3,10.5,10.5,46.6,25.0,0.73,0.5,0
H0031,2025-11-08,12,11.0,11.0,7.9,9.8,92.0,92.0,65.5,81.4,0.73,0.5,0
H0031,2025-11-09,16,13.6,13.6,10.1,12.2,84.8,84.8,63.2,76.2,0.73,0.5,0
H0031,2025-11-10,19,18.8,18.8,15.9,17.6,98.9,98.9,83.6,92.8,0.73,0.5,0
H0031,2025-11-11,12,15.8,15.8,12.2,14.3,68.7,68.7,98.2,80.5,0.73,0.5,0
H0031,2025-11-12,11,14.3,14.3,10.8,12.9,70.2,70.2,98.6,82.7,0.73,0.5,0
H0031,2025-11-13,9,13.9,13.9,11.2,12.8,45.6,45.6,75.0,57.4,0.73,0.5,0
H0031,2025-11-14,9,12.5,12.5,9.4,11.2,61.6,61.6,95.8,75.3,0.73,0.5,0
H0031,2025-11-15,14,10.6,10.6,7.8,9.5,76.0,76.0,55.4,67.8,0.73,0.5,0
H0031,2025-11-16,9,13.1,13.1,11.0,12.2,54.7,54.7,78.3,64.1,0.73,0.5,0
H0031,2025-11-17,12,15.0,15.0,13.1,14.2,75.2,75.2,91.1,81.6,0.73,0.5,0
H0031,2025-11-18,13,18.0,18.0,14.6,16.6,61.7,61.7,87.4,72.0,0.73,0.5,0
H0031,2025-11-19,14,16.5,16.5,12.4,14.9,82.0,82.0,88.5,93.8,0.73,0.5,0
H0031,2025-11-20,22,22.9,22.9,18.4,21.1,95.7,95.7,83.5,96.0,0.73,0.5,0
H0031,2025-11-21,21,21.0,21.0,16.2,19.1,99.9,99.9,77.3,91.0,0.73,0.5,0
H0031,2025-11-22,21,22.8,22.8,18.6,21.1,91.5,91.5,88.7,99.4,0.73,0.5,1
H0031,2025-11-23,15,32.0,32.0,24.3,28.9,0.0,0.0,38.2,7.2,0.73,0.5,1
H0031,2025-11-24,15,35.0,35.0,26.7,31.7,0.0,0.0,22.0,0.0,0.73,0.5,1
H0031,2025-11-25,20,39.8,39.8,28.0,35.0,1.2,1.2,60.1,24.8,0.73,0.5,1
H0031,2025-11-26,8,38.7,38.7,25.7,33.5,0.0,0.0,0.0,0.0,0.73,0.5,1
H0031,2025-11-27,20,39.4,39.4,27.4,34.6,2.9,2.9,62.9,26.9,0.73,0.5,1
H0031,2025-11-28,36,44.1,44.1,31.3,39.0,77.6,77.6,87.1,91.7,0.73,0.5,2
H0031,2025-11-29,21,38.9,38.9,26.4,33.9,14.6,14.6,74.4,38.5,0.73,0.5,1
H0032,2025-10-01,7,11.6,11.6,10.4,11.0,34.2,34.2,51.8,43.0,2.9,0.5,0
H0032,2025-10-02,15,11.2,11.2,10.1,10.7,74.8,74.8,67.5,71.2,2.9,0.5,0
H0032,2025-10-03,11,12.4,12.4,11.6,12.0,87.4,87.4,94.3,90.9,2.9,0.5,0
H0032,2025-10-04,7,13.1,13.1,12.1,12.6,13.5,13.5,27.6,20.5,2.9,0.5,0
H0032,2025-10-05,17,14.6,14.6,12.2,13.4,85.7,85.7,71.5,78.6,2.9,0.5,0
H0032,2025-10-06,5,6.3,6.3,6.3,6.3,73.8,73.8,73.0,73.4,2.9,0.5,0
H0032,2025-10-07,165,90.3,90.3,77.3,83.8,54.7,54.7,46.8,50.8,2.9,0.5,0
H0032,2025-10-08,53,43.2,43.2,28.7,35.9,81.4,81.4,54.2,67.8,2.9,0.5,0
H0032,2025-10-09,31,8.3,8.3,8.2,8.3,26.8,26.8,26.5,26.7,2.9,0.5,0
H0032,2025-10-10,28,7.6,7.6,8.5,8.0,27.0,27.0,30.2,28.6,2.9,0.5,0
H0032,2025-10-11,19,7.8,7.8,9.3,8.5,41.1,41.1,48.8,45.0,2.9,0.5,0
H0032,2025-10-12,19,6.2,6.2,8.1,7.2,32.8,32.8,42.5,37.7,2.9,0.5,0
H0032,2025-10-13,23,7.8,7.8,8.5,8.2,34.0,34.0,36.8,35.4,2.9,0.5,0
H0032,2025-10-14,12,10.0,10.0,8.8,9.4,82.9,82.9,73.2,78.1,2.9,0.5,0
H0032,2025-10-15,21,10.0,10.0,8.5,9.2,47.5,47.5,40.4,44.0,2.9,0.5,0
H0032,2025-10-16,25,11.2,11.2,8.5,9.9,44.8,44.8,34.2,39.5,2.9,0.5,0
H0032,2025-10-17,16,11.2,11.2,8.3,9.7,70.2,70.2,51.6,60.9,2.9,0.5,0
H0032,2025-10-18,30,13.9,13.9,13.5,13.7,46.2,46.2,44.9,45.5,2.9,0.5,0
H0032,2025-10-19,27,11.9,11.9,9.8,10.8,44.0,44.0,36.1,40.1,2.9,0.5,0
H0032,2025-10-20,2,5.5,5.5,2.7,4.1,0.0,0.0,63.3,0.0,2.9,0.5,0
H0032,2025-10-21,30,8.1,8.1,6.3,7.2,26.8,26.8,20.9,23.9,2.9,0.5,0
H0032,2025-10-22,7,9.1,9.1,7.2,8.2,70.2,70.2,96.7,83.5,2.9,0.5,0
H0032,2025-10-23,16,10.1,10.1,7.7,8.9,63.4,63.4,48.4,55.9,2.9,0.5,0
H0032,2025-10-24,16,10.9,10.9,8.0,9.4,67.9,67.9,49.7,58.8,2.9,0.5,0
H0032,2025-10-25,17,17.0,17.0,18.2,17.6,100.0,100.0,92.7,96.3,2.9,0.5,0
H0032,2025-10-26,23,13.0,13.0,11.8,12.4,56.4,56.4,51.4,53.9,2.9,0.5,0
H0032,2025-10-27,11,11.6,11.6,9.2,10.4,95.0,95.0,83.6,94.3,2.9,0.5,0
H0032,2025-10-28,9,9.0,9.0,5.9,7.5,99.5,99.5,66.1,83.3,2.9,0.5,0
H0032,2025-10-29,12,11.4,11.4,9.7,10.5,94.8,94.8,80.4,87.6,2.9,0.5,0
H0032,2025-10-30,11,12.8,12.8,10.2,11.5,83.6,83.6,92.8,95.4,2.9,0.5,0
H0032,2025-10-31,18,17.4,17.4,16.7,17.0,96.5,96.5,92.9,94.7,2.9,0.5,0
H0032,2025-11-01,20,12.3,12.3,9.5,10.9,61.3,61.3,47.4,54.4,2.9,0.5,0
H0032,2025-11-02,28,16.8,16.8,11.5,14.1,59.9,59.9,41.0,50.5,2.9,0.5,0
H0032,2025-11-03,21,15.6,15.6,10.9,13.3,74.1,74.1,52.1,63.1,2.9,0.5,0
H0032,2025-11-04,26,17.7,17.7,12.8,15.2,67.9,67.9,49.2,58.5,2.9,0.5,0
H0032,2025-11-05,21,18.9,18.9,15.0,16.9,90.2,90.2,71.2,80.7,2.9,0.5,0
H0032,2025-11-06,23,24.8,24.8,19.4,22.1,92.3,92.3,84.2,95.9,2.9,0.5,0
H0032,2025-11-07,35,25.4,25.4,20.1,22.8,72.7,72.7,57.4,65.0,2.9,0.5,0
H0032,2025-11-08,34,27.6,27.6,21.2,24.4,81.2,81.2,62.2,71.7,2.9,0.5,0
H0032,2025-11-09,37,34.6,34.6,30.1,32.4,93.4,93.4,81.5,87.5,2.9,0.5,0
H0032,2025-11-10,39,29.1,29.1,23.2,26.1,74.5,74.5,59.4,67.0,2.9,0.5,0
H0032,2025-11-11,34,25.8,25.8,20.8,23.3,75.8,75.8,61.1,68.4,2.9,0.5,0
H0032,2025-11-12,29,27.1,27.1,23.2,25.1,93.4,93.4,79.9,86.7,2.9,0.5,0
H0032,2025-11-13,21,29.0,29.0,25.5,27.3,61.7,61.7,78.7,70.2,2.9,0.5,0
H0032,2025-11-14,19,33.2,33.2,29.7,31.5,25.0,25.0,43.9,34.5,2.9,0.5,0
H0032,2025-11-15,18,29.9,29.9,26.1,28.0,34.1,34.1,55.1,44.6,2.9,0.5,0
H0032,2025-11-16,25,46.2,46.2,41.2,43.7,15.2,15.2,35.4,25.3,2.9,0.5,0
H0032,2025-11-17,28,45.6,45.6,41.5,43.6,37.3,37.3,51.6,44.5,2.9,0.5,0
H0032,2025-11-18,14,32.7,32.7,35.9,34.3,0.0,0.0,0.0,0.0,2.9,0.5,0
H0032,2025-11-19,46,34.1,34.1,34.3,34.2,74.1,74.1,74.5,74.3,2.9,0.5,0
H0032,2025-11-20,203,282.1,282.1,245.7,263.9,61.0,61.0,78.9,70.0,2.9,0.5,0
H0032,2025-11-21,154,192.9,192.9,181.9,187.4,74.7,74.7,81.9,78.3,2.9,0.5,0
H0032,2025-11-22,162,239.6,239.6,186.5,213.0,52.1,52.1,84.9,68.5,2.9,0.5,1
H0032,2025-11-23,157,227.5,227.5,159.5,193.5,55.1,55.1,98.4,76.7,2.9,0.5,1
H0032,2025-11-24,116,168.5,168.5,110.8,139.7,54.7,54.7,95.5,79.6,2.9,0.5,1
H0032,2025-11-25,126,140.8,140.8,102.5,121.7,88.3,88.3,81.4,96.6,2.9,0.5,1
H0032,2025-11-26,91,114.4,114.4,68.6,91.5,74.3,74.3,75.4,99.5,2.9,0.5,1
H0032,2025-11-27,102,90.8,90.8,49.4,70.1,89.0,89.0,48.4,68.7,2.9,0.5,1
H0032,2025-11-28,278,289.4,289.4,209.0,249.2,95.9,95.9,75.2,89.6,2.9,0.5,2
H0032,2025-11-29,155,111.3,111.3,29.5,70.4,71.8,71.8,19.0,45.4,2.9,0.5,1
H0033,2025-10-01,24,46.8,40.0,34.3,37.1,5.1,33.3,57.1,45.2,2.88,0.4,0
H0033,2025-10-02,26,58.9,49.1,43.9,46.5,0.0,11.2,31.0,21.1,2.88,0.4,0
H0033,2025-10-03,107,77.5,62.0,55.1,58.6,72.4,58.0,51.5,54.7,2.88,0.4,0
H0033,2025-10-04,85,74.6,59.1,74.4,66.8,87.8,69.6,87.5,78.5,2.88,0.4,0
H0033,2025-10-05,83,68.1,54.5,70.2,62.3,82.1,65.6,84.5,75.1,2.88,0.4,0
H0033,2025-10-06,67,95.4,74.7,113.7,94.2,57.5,88.6,30.3,59.4,2.88,0.4,0
H0033,2025-10-07,981,383.7,303.9,218.3,261.1,39.1,31.0,22.2,26.6,2.88,0.4,0
H0033,2025-10-08,938,339.1,261.5,354.3,307.9,36.2,27.9,37.8,32.8,2.88,0.4,0
H0033,2025-10-09,184,75.7,60.1,243.2,151.7,41.2,32.7,67.8,82.4,2.88,0.4,0
H0033,2025-10-10,140,65.5,52.8,261.5,157.1,46.8,37.7,13.2,87.8,2.88,0.4,0
H0033,2025-10-11,153,62.1,50.8,246.6,148.7,40.6,33.2,38.8,97.2,2.88,0.4,0
H0033,2025-10-12,231,86.3,69.2,297.9,183.6,37.4,30.0,71.0,79.5,2.88,0.4,0
H0033,2025-10-13,259,67.1,55.7,227.3,141.5,25.9,21.5,87.8,54.6,2.88,0.4,0
H0033,2025-10-14,167,71.6,58.8,235.8,147.3,42.9,35.2,58.8,88.2,2.88,0.4,0
H0033,2025-10-15,175,72.0,59.6,217.8,138.7,41.1,34.1,75.6,79.2,2.88,0.4,0
H0033,2025-10-16,194,75.2,62.7,220.6,141.6,38.8,32.3,86.3,73.0,2.88,0.4,0
H0033,2025-10-17,186,89.7,73.6,217.1,145.3,48.2,39.6,83.3,78.1,2.88,0.4,0
H0033,2025-10-18,222,94.1,77.8,260.6,169.2,42.4,35.0,82.6,76.2,2.88,0.4,0
H0033,2025-10-19,215,96.0,78.5,247.1,162.8,44.6,36.5,85.1,75.7,2.88,0.4,0
H0033,2025-10-20,23,98.8,80.9,246.0,163.4,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-21,51,98.9,80.8,209.2,145.0,6.0,41.6,0.0,0.0,2.88,0.4,0
H0033,2025-10-22,47,96.3,78.8,192.7,135.7,0.0,32.3,0.0,0.0,2.88,0.4,0
H0033,2025-10-23,47,106.1,86.2,214.7,150.5,0.0,16.5,0.0,0.0,2.88,0.4,0
H0033,2025-10-24,43,111.8,91.0,239.6,165.3,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-25,46,117.7,97.1,222.9,160.0,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-26,43,135.1,110.1,267.0,188.6,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-27,58,105.3,84.7,151.4,118.0,18.5,54.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-28,56,102.8,81.2,170.7,125.9,16.5,55.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-29,34,95.0,76.0,155.1,115.6,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-10-30,52,86.9,70.4,161.3,115.9,32.8,64.6,0.0,0.0,2.88,0.4,0
H0033,2025-10-31,37,76.1,61.6,125.4,93.5,0.0,33.5,0.0,0.0,2.88,0.4,0
H0033,2025-11-01,81,73.1,59.7,120.9,90.3,90.3,73.6,50.8,88.6,2.88,0.4,0
H0033,2025-11-02,78,71.8,59.4,139.6,99.5,92.0,76.2,21.0,72.4,2.88,0.4,0
H0033,2025-11-03,80,79.1,66.0,178.1,122.1,98.9,82.5,0.0,47.4,2.88,0.4,0
H0033,2025-11-04,109,82.5,67.3,184.6,125.9,75.7,61.7,30.7,84.5,2.88,0.4,0
H0033,2025-11-05,27,77.2,62.3,175.4,118.9,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-06,25,80.9,65.5,183.2,124.3,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-07,31,93.4,76.3,230.4,153.4,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-08,22,96.9,78.8,249.2,164.0,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-09,25,99.0,80.6,275.9,178.3,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-10,17,109.8,90.5,355.2,222.9,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-11,18,135.7,110.7,494.5,302.6,0.0,0.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-12,183,156.3,125.8,640.4,383.1,85.4,68.8,0.0,0.0,2.88,0.4,0
H0033,2025-11-13,204,174.2,138.6,974.8,556.7,85.4,67.9,0.0,0.0,2.88,0.4,0
H0033,2025-11-14,185,196.4,158.8,1355.6,757.2,93.9,85.8,0.0,0.0,2.88,0.4,0
H0033,2025-11-15,219,252.0,203.4,2199.4,1201.4,84.9,92.9,0.0,0.0,2.88,0.4,0
H0033,2025-11-16,226,327.6,263.2,3815.8,2039.5,55.0,83.5,0.0,0.0,2.88,0.4,0
H0033,2025-11-17,256,389.8,319.4,8045.5,4182.4,47.7,75.3,0.0,0.0,2.88,0.4,0
H0033,2025-11-18,288,413.9,327.4,32898.1,16612.8,56.3,86.3,0.0,0.0,2.88,0.4,0
H0033,2025-11-19,261,487.3,388.5,52095.3,26241.9,13.3,51.1,0.0,0.0,2.88,0.4,0
H0033,2025-11-20,1234,612.8,489.5,65118.6,32804.1,49.7,39.7,0.0,0.0,2.88,0.4,0
H0033,2025-11-21,674,597.0,471.8,84908.3,42690.0,88.6,70.0,0.0,0.0,2.88,0.4,0
H0033,2025-11-22,533,390.5,288.4,86327.0,43307.7,73.3,54.1,0.0,0.0,2.88,0.4,1
H0033,2025-11-23,501,325.3,235.7,60824.4,30530.0,64.9,47.0,0.0,0.0,2.88,0.4,1
H0033,2025-11-24,351,249.4,173.7,45409.1,22791.4,71.1,49.5,0.0,0.0,2.88,0.4,1
H0033,2025-11-25,294,227.7,163.6,29815.8,14989.7,77.4,55.6,0.0,0.0,2.88,0.4,1
H0033,2025-11-26,304,209.5,152.4,23451.0,11801.7,68.9,50.1,0.0,0.0,2.88,0.4,1
H0033,2025-11-27,307,195.4,140.4,19672.6,9906.5,63.6,45.7,0.0,0.0,2.88,0.4,1
H0033,2025-11-28,555,159.5,114.0,12187.0,6150.5,28.7,20.5,0.0,0.0,2.88,0.4,2
H0033,2025-11-29,248,143.5,102.7,6434.5,3268.6,57.9,41.4,0.0,0.0,2.88,0.4,1
H0034,2025-10-01,14,16.4,14.1,15.0,14.6,82.9,99.0,93.0,96.0,2.13,0.4,0
H0034,2025-10-02,13,17.2,15.1,14.8,15.0,67.7,83.5,86.4,85.0,2.13,0.4,0
H0034,2025-10-03,15,17.7,15.4,15.1,15.3,82.1,97.4,99.1,98.3,2.13,0.4,0
H0034,2025-10-04,26,17.5,15.8,13.0,14.4,67.5,60.6,50.1,55.4,2.13,0.4,0
H0034,2025-10-05,12,18.0,16.0,13.0,14.5,50.3,66.3,91.8,79.1,2.13,0.4,0
